;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
1695;Departamento;Ate;4;4;4;230;18000.0;5000.0;2000.0
1696;Departamento;Rímac;4;1;1;100;5500.0;1400.0;
1697;Almacén;Lima;0;0;0;420;3800.0;;460.0
1698;Habitación;San Borja;1;0;0;40;2000.0;400.0;24.0
1699;Casa;Santa María del Mar;2;0;0;100;2500.0;;
1700;Casa en condominio;Ate;5;4;5;700;25000.0;2000.0;1000.0
1701;Departamento;La Perla;3;1;0;120;4700.0;1252.0;235.0
1702;Departamento;Barranco;3;2;1;82;2200.0;630.0;70.0
1703;Departamento;Rímac;4;2;0;261;8500.0;3000.0;620.0
1704;Departamento;San Borja;4;2;1;279;3600.0;2025.0;370.0
1705;Departamento;Lince;2;1;0;50;1100.0;350.0;
1706;Local comercial;Jesús María;0;1;0;30;1000.0;620.0;120.0
1707;Departamento;San Borja;1;0;0;50;1300.0;420.0;24.0
1708;Departamento;Chorrillos;3;2;2;130;4200.0;1350.0;326.0
1709;Departamento;Rímac;2;1;0;60;3200.0;1380.0;191.0
1710;Departamento;Comas;3;1;0;116;4300.0;1290.0;234.0
1711;Terreno;Ate;0;0;0;1296;40000.0;;2756.0
1712;Departamento;San Bartolo;2;0;0;75;2500.0;760.0;177.0
1713;Local comercial;Lince;0;3;0;142;3500.0;1872.0;1575.0
1714;Departamento;Ate;2;2;1;90;2800.0;1300.0;400.0
1715;Habitación;Comas;1;0;0;30;1200.0;400.0;29.0
1716;Departamento;Ate;2;1;0;65;1300.0;760.0;120.0
1717;Habitación;San Borja;1;0;0;33;1450.0;350.0;56.0
1718;Departamento;Ate;3;2;1;104;3200.0;1938.0;3310.0
1719;Departamento;Lurín;1;1;0;45;1700.0;725.0;
1720;Local comercial;Ate;0;1;0;25;1000.0;855.0;178.0
1721;Departamento;Chaclacayo;3;0;0;90;950.0;;28.0
1722;Tienda/Salón;San Isidro;0;0;0;180;9000.0;;1.0
1723;Departamento;San Borja;2;0;0;70;2400.0;600.0;134.0
1724;Departamento;Jesús María;2;2;1;99;1700.0;618.0;1075.0
1725;Almacén;Ate;0;0;0;500;12000.0;;
1726;Departamento;Comas;3;3;2;260;18000.0;2670.0;900.0
1727;Casa;San Miguel;2;0;0;50;2100.0;100.0;
1728;Local comercial;Ate;0;0;0;60;1800.0;1320.0;460.0
1729;Departamento;Ate;4;3;3;200;8500.0;2160.0;350.0
1730;Departamento;Los Olivos;1;0;0;33;800.0;275.0;24.0
1731;Departamento;San Miguel;2;1;1;70;1850.0;550.0;
1732;Casa en condominio;Ate;4;3;4;1100;15000.0;2000.0;
1733;Local comercial;La Punta;0;1;0;32;1100.0;505.0;
1734;Local comercial;Ate;0;1;0;36;1000.0;920.0;108.0
1735;Local comercial;Chorrillos;0;14;0;755;112500.0;25451.0;4069.0
1736;Departamento;Santa Anita;3;1;0;66;1300.0;367.0;
1737;Tienda/Salón;San Miguel;0;0;0;358;12000.0;;
1738;Tienda/Salón;Ventanilla;0;1;0;90;2500.0;;
1739;Habitación;San Luis;1;0;0;38;750.0;;
1740;Local comercial;Ate;0;1;0;21;1000.0;594.0;115.0
1741;Local comercial;Pachacámac;0;0;0;76;2000.0;718.0;
1742;Departamento;Lince;1;0;0;25;320.0;;
1743;Departamento;Ate;2;1;1;93;3000.0;1048.0;279.0
1744;Departamento;Punta Hermosa;4;3;1;358;12000.0;10900.0;2200.0
1745;Departamento;Lurigancho;2;1;2;79;2800.0;1727.0;193.0
1746;Local comercial;Pachacámac;0;0;0;138;3750.0;2407.0;560.0
1747;Casa comercial;Comas;0;1;0;200;18000.0;5500.0;1550.0
1748;Departamento;La Punta;2;1;1;78;1200.0;650.0;120.0
1749;Tienda/Salón;Ventanilla;0;0;0;396;5500.0;;
1750;Departamento;San Bartolo;4;4;2;280;18000.0;2565.0;1024.0
1751;Departamento;Comas;3;1;1;120;5000.0;2000.0;774.0
1752;Flat;Comas;2;0;2;80;10000.0;3600.0;400.0
1753;Local comercial;Ate;0;19;0;594;59500.0;13289.0;
1754;Departamento;La Punta;3;2;1;103;1600.0;700.0;160.0
1755;Habitación;San Borja;1;0;0;30;1000.0;300.0;30.0
1756;Local comercial;Ate;0;2;0;54;2000.0;1400.0;
1757;Departamento;Rímac;3;1;0;140;6500.0;2055.0;498.0
1758;Local comercial;Mi Perú;0;0;0;24;450.0;166.0;
1759;Departamento;Ate;2;2;1;105;4300.0;2442.0;651.0
1760;Local comercial;Pachacámac;0;1;0;30;850.0;490.0;
1761;Local comercial;Ate;0;6;0;295;18000.0;6000.0;1200.0
1762;Local comercial;Pachacámac;1;0;0;325;10000.0;;10828.0
1763;Departamento;Ate;1;1;1;72;1800.0;920.0;198.0
1764;Habitación;Punta Hermosa;0;0;0;23;800.0;550.0;
1765;Local comercial;Jesús María;0;1;0;26;1000.0;333.0;112.0
1766;Departamento;Comas;1;1;1;110;9000.0;2900.0;670.0
1767;Departamento;San Miguel;2;1;0;66;2200.0;712.0;65.0
1768;Departamento;Comas;4;2;0;240;15000.0;5000.0;752.0
1769;Departamento;San Borja;3;0;0;128;3000.0;1200.0;125.0
1770;Departamento;Chorrillos;1;1;0;73;2500.0;650.0;122.0
1771;Departamento;Ate;4;3;3;160;8500.0;2300.0;345.0
1772;Departamento;Comas;4;0;3;245;13000.0;2200.0;730.0
1773;Departamento;Rímac;3;1;0;120;4700.0;1650.0;179.0
1774;Departamento;Chorrillos;1;0;0;30;1400.0;481.0;26.0
1775;Flat;Chorrillos;1;1;0;39;2600.0;777.0;145.0
1776;Departamento;El Agustino;2;0;0;50;1000.0;260.0;
1777;Departamento;Rímac;2;2;2;175;15000.0;5000.0;550.0
1778;Departamento;Lince;2;0;0;74;750.0;;
1779;Local comercial;Lince;0;1;0;28;1000.0;582.0;105.0
1780;Departamento;San Luis;2;1;0;47;1400.0;550.0;120.0
1781;Departamento;Villa El Salvador;3;2;1;100;3100.0;950.0;271.0
1782;Departamento;Jesús María;4;3;1;200;3300.0;1000.0;400.0
1783;Local comercial;Pachacámac;0;0;0;423;11000.0;8082.0;
1784;Local comercial;Pachacámac;0;0;0;39;500.0;740.0;124.0
1785;Departamento;Lurigancho;4;2;1;150;7000.0;1100.0;
1786;Habitación;San Bartolo;0;0;0;26;1200.0;505.0;
1787;Departamento;Punta Hermosa;2;0;0;67;1900.0;760.0;124.0
1788;Departamento;Rímac;3;3;2;280;24000.0;4955.0;1180.0
1789;Departamento;Ate;3;1;1;103;2600.0;1350.0;230.0
1790;Almacén;Puente Piedra;0;0;0;344;5000.0;;
1791;Departamento;Rímac;3;1;0;201;14000.0;6000.0;
1792;Local comercial;Callao;0;0;0;25;400.0;550.0;127.0
1793;Habitación;San Borja;1;0;0;26;1400.0;655.0;54.0
1794;Departamento;Chorrillos;1;1;1;70;600.0;481.0;17.0
1795;Local comercial;Ate;0;1;0;51;1300.0;950.0;406.0
1796;Departamento;Lince;2;1;0;61;1700.0;550.0;130.0
1797;Casa en condominio;Ate;5;8;5;1150;60000.0;2000.0;1700.0
1798;Local comercial;Rímac;0;0;0;110;11000.0;1480.0;490.0
1799;Local comercial;Pachacámac;0;0;0;35;1500.0;540.0;22.0
1800;Departamento;Comas;4;3;4;320;29500.0;5700.0;1500.0
1801;Departamento;Villa El Salvador;2;1;1;70;990.0;487.0;27.0
1802;Departamento;Chorrillos;1;0;0;31;1400.0;431.0;29.0
1803;Departamento;Ate;2;1;1;62;2700.0;1269.0;212.0
1804;Local comercial;Pachacámac;0;3;0;540;17820.0;15315.0;2850.0
1805;Edificio completo;Pachacámac;0;0;0;727;7000.0;;3200.0
1806;Departamento;Ate;2;2;1;65;2200.0;1200.0;120.0
1807;Departamento;San Borja;4;2;2;354;12400.0;3825.0;1379.0
1808;Casa en condominio;Mi Perú;4;3;2;400;4500.0;380.0;1200.0
1809;Tienda/Salón;Ate;0;4;0;202;14000.0;4000.0;
1810;Departamento;Comas;3;0;1;145;6999.0;700.0;130.0
1811;Local comercial;Pachacámac;0;1;0;367;23871.0;11377.0;1229.0
1812;Casa en condominio;Ate;5;4;5;750;30000.0;2100.0;18000.0
1813;Departamento;Punta Negra;1;0;0;56;850.0;450.0;15.0
1814;Departamento;San Borja;1;0;0;42;1800.0;1697.0;37.0
1815;Local comercial;Pachacámac;0;1;0;391;35164.0;13830.0;1243.0
1816;Local comercial;Ate;0;16;0;505;25000.0;18400.0;7200.0
1817;Departamento;Comas;2;1;0;78;3600.0;644.0;128.0
1818;Departamento;Ate;3;1;1;105;3700.0;1400.0;270.0
1819;Tienda/Salón;Lince;0;0;0;90;4000.0;950.0;250.0
1820;Departamento;Villa El Salvador;1;0;0;38;1850.0;467.0;29.0
1821;Departamento;Pueblo Libre;4;4;4;400;25000.0;4200.0;1500.0
1822;Local comercial;Lince;0;1;0;48;1300.0;115.0;154.0
1823;Departamento;Rímac;3;2;1;156;13000.0;2800.0;
1824;Local comercial;Ate;0;1;0;40;2600.0;8265.0;155.0
1825;Tienda/Salón;Ate;0;2;0;70;2400.0;2500.0;
1826;Departamento;San Borja;2;0;1;70;2200.0;578.0;95.0
1827;Departamento;Ventanilla;2;1;0;135;2300.0;570.0;100.0
1828;Casa en condominio;Ancón;2;1;0;50;700.0;180.0;
1829;Departamento;Lince;2;0;0;55;800.0;350.0;2.0
1830;Departamento;Villa El Salvador;4;1;2;190;6000.0;1700.0;420.0
1831;Departamento;Jesús María;2;1;1;79;1900.0;884.0;1445.0
1832;Local comercial;Ventanilla;0;0;0;28;1000.0;490.0;
1833;Departamento;Pueblo Libre;2;1;0;80;3500.0;980.0;1300.0
1834;Cochera;Puente Piedra;0;0;0;10;350.0;;
1835;Departamento;Punta Hermosa;3;2;3;196;11500.0;2606.0;969.0
1836;Departamento;Ate;1;1;1;60;1500.0;960.0;142.0
1837;Casa en condominio;Jesús María;4;4;4;680;12000.0;1688.0;
1838;Local comercial;Ate;0;8;0;345;24000.0;9566.0;9185.0
1839;Departamento;Ate;3;1;3;80;2800.0;1300.0;140.0
1840;Local comercial;Pachacámac;0;0;0;484;9000.0;7180.0;1733.0
1841;Local comercial;Pachacámac;0;0;0;60;900.0;850.0;140.0
1842;Local comercial;Lince;0;0;0;67;1600.0;;186.0
1843;Departamento;San Borja;2;2;1;90;7000.0;3352.0;354.0
1844;Casa;Lince;2;1;0;60;1500.0;;
1845;Departamento;Chorrillos;1;0;0;70;1800.0;650.0;70.0
1846;Departamento;Jesús María;3;3;1;148;3600.0;900.0;10.0
1847;Local comercial;Pachacámac;0;1;0;28;750.0;400.0;
1848;Departamento;San Borja;2;0;0;72;2250.0;850.0;72.0
1849;Departamento;San Borja;4;1;2;220;15000.0;2159.0;616.0
1850;Departamento;Comas;4;1;2;210;7000.0;2900.0;717.0
1851;Local comercial;Comas;0;0;0;85;2000.0;605.0;180.0
1852;Local comercial;Ate;0;2;0;122;8500.0;2436.0;
1853;Tienda/Salón;San Miguel;0;0;0;90;2800.0;90.0;511.0
1854;Local comercial;La Punta;0;0;0;21;900.0;602.0;
1855;Local comercial;Pachacámac;0;0;0;1582;110670.0;23794.0;6802.0
1856;Departamento;Punta Hermosa;3;1;1;120;4000.0;1500.0;150.0
1857;Casa;Santiago de Surco;1;0;0;40;900.0;;
1858;Departamento;Mi Perú;2;1;0;72;1250.0;220.0;
1859;Departamento;Pueblo Libre;3;1;1;131;4300.0;1250.0;284.0
1860;Departamento;San Luis;2;1;0;63;1100.0;481.0;
1861;Departamento;Comas;2;1;0;90;4000.0;1550.0;187.0
1862;Habitación;San Borja;0;0;0;40;1600.0;400.0;48.0
1863;Departamento;San Borja;3;1;0;77;3000.0;958.0;141.0
1864;Local comercial;Ate;0;1;0;36;1900.0;860.0;
1865;Departamento;San Miguel;4;1;1;190;2800.0;900.0;180.0
1866;Departamento;Comas;3;1;1;160;8500.0;1300.0;370.0
1867;Flat;Ate;2;1;1;72;3000.0;1860.0;450.0
1868;Departamento;Jesús María;5;2;4;280;5000.0;1100.0;606.0
1869;Departamento;San Bartolo;3;1;1;100;6000.0;1780.0;
1870;Departamento;La Molina;2;1;1;84;800.0;450.0;
1871;Departamento;Santiago de Surco;3;1;1;220;13000.0;2757.0;544.0
1872;Departamento;El Agustino;2;1;0;54;1400.0;370.0;
1873;Departamento;Ate;3;1;1;86;2000.0;759.0;
1874;Local comercial;Pachacámac;0;0;0;33;450.0;370.0;84.0
1875;Departamento;Ventanilla;2;0;0;92;1500.0;300.0;88.0
1876;Departamento;San Borja;3;2;1;140;4500.0;1450.0;230.0
1877;Departamento;Villa María del Triunfo;3;1;0;54;1200.0;390.0;28.0
1878;Habitación;San Borja;1;0;0;30;1200.0;320.0;54.0
1879;Local comercial;Pachacámac;0;0;0;6;3276.0;;
1880;Departamento;Ate;2;1;0;60;1300.0;704.0;
1881;Local comercial;Pachacámac;0;0;0;30;500.0;432.0;136.0
1882;Departamento;Comas;4;1;1;220;9000.0;1800.0;498.0
1883;Departamento;San Miguel;1;1;0;68;1600.0;447.0;64.0
1884;Departamento;Rímac;3;1;0;120;5500.0;1605.0;405.0
1885;Tienda/Salón;Lince;0;0;0;52;3500.0;;
1886;Departamento;Rímac;3;1;1;130;7500.0;1900.0;654.0
1887;Departamento;Santa María del Mar;3;1;1;146;2400.0;;128.0
1888;Departamento;San Borja;1;0;0;38;1500.0;365.0;74.0
1889;Departamento;Ate;3;2;1;130;9000.0;2433.0;807.0
1890;Departamento;Chorrillos;1;1;0;50;2600.0;660.0;107.0
1891;Departamento;Ate;2;1;1;96;2500.0;1603.0;235.0
1892;Departamento;Rímac;1;0;0;19;1450.0;502.0;
1893;Departamento;Ate;2;1;1;78;4000.0;2750.0;
1894;Departamento;San Borja;5;1;3;390;10000.0;1000.0;1000.0
1895;Almacén;Chaclacayo;0;1;0;350;7000.0;350.0;300.0
1896;Departamento;San Borja;4;1;1;220;12000.0;1500.0;515.0
1897;Local comercial;Chorrillos;0;0;0;5;299.0;;
1898;Departamento;Chaclacayo;3;1;0;87;1000.0;755.0;29.0
1899;Departamento;Comas;4;3;1;180;8000.0;1800.0;600.0
1900;Local comercial;Comas;0;1;0;33;2500.0;1300.0;
1901;Departamento;San Borja;2;0;0;56;2300.0;767.0;130.0
1902;Departamento;Punta Hermosa;2;0;0;90;2200.0;650.0;119.0
1903;Tienda/Salón;Comas;0;0;0;200;35000.0;;
1904;Local comercial;Pachacámac;0;2;0;459;43668.0;7585.0;2238.0
1905;Departamento;Ancón;2;1;0;60;1000.0;200.0;
1906;Departamento;La Perla;2;1;1;68;2990.0;882.0;137.0
1907;Departamento;Lince;1;0;0;70;1000.0;;
1908;Departamento;Ventanilla;2;1;0;83;1100.0;600.0;98.0
1909;Departamento;Chorrillos;2;1;2;82;4800.0;1150.0;197.0
1910;Local comercial;San Borja;0;1;0;135;2500.0;1400.0;600.0
1911;Departamento;Puente Piedra;1;0;0;99;1800.0;650.0;48.0
1912;Departamento;Punta Hermosa;3;3;1;230;10000.0;3612.0;12093.0
1913;Casa comercial;Breña;0;1;0;262;10000.0;;467.0
1914;Local comercial;Breña;0;0;0;32;500.0;610.0;467.0
1915;Departamento;Comas;2;0;0;60;2900.0;507.0;125.0
1916;Departamento;Comas;2;1;1;80;5000.0;1230.0;260.0
1917;Departamento;Lince;2;1;0;50;700.0;300.0;
1918;Departamento;Rímac;4;2;0;167;4500.0;5000.0;750.0
1919;Local comercial;Callao;0;1;0;35;800.0;450.0;
1920;Departamento;Rímac;2;1;2;93;5900.0;1240.0;320.0
1921;Departamento;Jesús María;2;0;0;73;1250.0;788.0;
1922;Departamento;Chorrillos;3;1;0;110;2500.0;1300.0;
1923;Departamento;Santa Anita;2;1;0;60;1500.0;550.0;13.0
1924;Almacén;Lince;0;0;0;2300;15000.0;;2000.0
1925;Tienda/Salón;La Perla;0;2;0;110;9000.0;4500.0;950.0
1926;Local comercial;Ate;0;2;0;40;1000.0;1100.0;266.0
1927;Departamento;Jesús María;4;2;3;160;3500.0;900.0;372.0
1928;Cochera;Punta Hermosa;0;0;0;4;300.0;42.0;
1929;Departamento;San Borja;1;0;0;57;2000.0;620.0;79.0
1930;Local comercial;Carabayllo;0;1;0;30;750.0;485.0;143.0
1931;Casa en condominio;San Luis;4;2;3;125;3000.0;513.0;
1932;Departamento;Jesús María;3;2;3;269;3700.0;767.0;6297.0
1933;Departamento;Ate;4;4;2;330;7900.0;1913.0;683.0
1934;Local comercial;Pachacámac;0;0;0;25;500.0;279.0;
1935;Tienda/Salón;Ate;0;1;0;100;7000.0;;6382.0
1936;Departamento;San Borja;3;0;0;120;2300.0;1900.0;2362.0
1937;Departamento;Ate;2;1;1;78;3000.0;;
1938;Local comercial;Ate;0;1;0;75;3000.0;1280.0;
1939;Casa en condominio;Jesús María;4;3;4;280;6000.0;860.0;478.0
1940;Departamento;Ate;4;3;2;145;5000.0;1550.0;500.0
1941;Departamento;Mi Perú;2;0;1;100;1400.0;200.0;363.0
1942;Local comercial;La Punta;0;1;0;34;800.0;531.0;100.0
1943;Departamento;San Borja;3;0;0;120;3000.0;780.0;220.0
1944;Local comercial;Ate;0;1;0;36;1150.0;720.0;
1945;Casa;La Perla;4;4;2;450;14000.0;;7200.0
1946;Departamento;Chorrillos;2;1;1;80;4000.0;1.0;
1947;Departamento;Jesús María;2;1;0;54;800.0;763.0;27.0
1948;Departamento;San Borja;1;0;0;41;1200.0;430.0;
1949;Casa en condominio;Ancón;2;1;2;70;1600.0;;
1950;Departamento;Pachacámac;2;0;0;69;1600.0;352.0;438.0
1951;Almacén;Santa Rosa;0;0;0;203;2000.0;;172.0
1952;Departamento;Ate;5;2;4;200;5890.0;2300.0;290.0
1953;Departamento;Punta Hermosa;2;0;0;54;1800.0;550.0;30.0
1954;Departamento;Comas;1;1;0;51;2800.0;635.0;100.0
1955;Departamento;Miraflores;3;2;1;170;4700.0;1500.0;500.0
1956;Tienda/Salón;Ate;0;2;0;71;3800.0;2500.0;450.0
1957;Departamento;Santa Rosa;2;1;1;50;980.0;486.0;
1958;Local comercial;Ate;0;1;0;135;5500.0;1200.0;
1959;Local comercial;Pachacámac;0;0;0;63;800.0;1100.0;154.0
1960;Departamento;Ate;4;2;4;206;6900.0;2681.0;612.0
1961;Local comercial;La Punta;0;9;0;320;15000.0;8509.0;157.0
1962;Departamento;Jesús María;3;0;1;79;2500.0;796.0;
1963;Departamento;Ate;4;2;2;168;5000.0;2070.0;5100.0
1964;Departamento;Ate;3;1;1;98;2400.0;1380.0;150.0
1965;Departamento;Ate;2;2;2;112;4000.0;1400.0;300.0
1966;Departamento;Ate;2;1;1;70;2200.0;780.0;100.0
1967;Departamento;Comas;3;1;1;140;7300.0;2900.0;500.0
1968;Tienda/Salón;Ate;0;1;0;90;5000.0;1100.0;1200.0
1969;Habitación;La Perla;1;0;1;50;1800.0;;
1970;Local comercial;Ate;0;4;0;84;950.0;640.0;110.0
1971;Casa;Lince;2;1;0;70;1000.0;;
1972;Departamento;Rímac;2;0;0;70;3500.0;762.0;234.0
1973;Local comercial;Ate;0;1;0;34;800.0;594.0;
1974;Departamento;Mi Perú;2;0;0;61;1600.0;312.0;51.0
1975;Departamento;Rímac;3;1;0;140;10000.0;2000.0;500.0
1976;Departamento;Ate;1;1;0;55;2100.0;1200.0;
1977;Almacén;La Punta;0;0;0;500;17700.0;;212.0
1978;Local comercial;Jesús María;0;1;0;46;2200.0;662.0;264.0
1979;Departamento;Pueblo Libre;1;1;0;46;2500.0;953.0;
1980;Almacén;Chaclacayo;0;0;0;180;3900.0;;
1981;Local comercial;La Molina;0;1;0;24;400.0;650.0;70.0
1982;Local comercial;Carmen de La Legua;0;0;0;25;1000.0;630.0;
1983;Casa en condominio;Ate;5;3;5;788;18000.0;2000.0;2100.0
1984;Departamento;Ate;1;1;0;50;1600.0;950.0;100.0
1985;Departamento;Magdalena del Mar;2;1;0;46;1150.0;170.0;
1986;Departamento;Punta Hermosa;2;2;1;65;2448.0;1254.0;146.0
1987;Departamento;Ate;2;1;1;69;2500.0;1000.0;180.0
1988;Departamento;Rímac;3;3;2;200;10500.0;1710.0;
1989;Departamento;Ate;4;3;2;303;9000.0;2277.0;16910.0
1990;Departamento;Chorrillos;2;1;0;95;2500.0;870.0;
1991;Local comercial;Ate;0;1;0;41;1300.0;1295.0;320.0
1992;Departamento;Jesús María;3;3;3;185;3200.0;950.0;400.0
1993;Tienda/Salón;Ate;0;1;0;40;2000.0;1490.0;280.0
1994;Terreno;El Agustino;0;0;0;400;3200.0;;101.0
1995;Tienda/Salón;Ate;0;3;0;454;25000.0;10936.0;2978.0
1996;Casa;Ventanilla;2;0;0;96;2000.0;;40.0
1997;Local comercial;Pachacámac;0;0;0;38;900.0;608.0;116.0
1998;Local comercial;Ate;0;1;0;21;1000.0;730.0;
1999;Habitación;Lurín;1;0;0;31;1300.0;370.0;56.0
2000;Departamento;Comas;1;0;0;36;2100.0;580.0;25.0
2001;Casa de villa;Ventanilla;2;0;0;55;1800.0;;225.0
2002;Local comercial;Pachacámac;0;0;0;90;2100.0;2000.0;172.0
2003;Local comercial;Callao;0;1;0;28;500.0;390.0;
2004;Local comercial;Lurigancho;0;1;0;27;1700.0;817.0;390.0
2005;Flat;San Borja;1;1;0;43;5000.0;2117.0;100.0
2006;Departamento;Pueblo Libre;3;1;0;80;3000.0;720.0;190.0
2007;Departamento;Comas;3;0;0;165;6900.0;3000.0;769.0
2008;Local comercial;San Borja;0;0;0;40;500.0;451.0;
2009;Casa en condominio;Ate;4;3;4;168;4000.0;1160.0;3012.0
2010;Departamento;Callao;2;1;1;70;1500.0;648.0;54.0
2011;Departamento;Ate;2;1;0;68;2800.0;1550.0;
2012;Tienda/Salón;Pachacámac;0;0;0;69;1100.0;728.0;414.0
2013;Departamento;Villa El Salvador;2;1;1;90;3000.0;980.0;
2014;Habitación;San Borja;0;1;0;33;1700.0;370.0;
2015;Departamento;Ate;2;0;1;100;5000.0;2400.0;6000.0
2016;Casa de villa;El Agustino;2;0;0;58;900.0;;
2017;Departamento;Ate;3;2;1;93;2500.0;1450.0;166.0
2018;Local comercial;Chorrillos;0;1;0;100;11000.0;3000.0;
2019;Flat;Comas;1;1;0;45;6500.0;;
2020;Departamento;Jesús María;3;2;1;150;2300.0;600.0;350.0
2021;Departamento;Mi Perú;2;0;0;60;1300.0;300.0;
2022;Local comercial;San Luis;0;1;0;36;1000.0;520.0;560.0
2023;Departamento;Ate;4;3;2;245;7000.0;3500.0;700.0
2024;Departamento;Breña;3;2;1;110;3500.0;1300.0;232.0
2025;Almacén;La Punta;0;0;0;960;20000.0;;2800.0
2026;Local comercial;Ate;0;1;0;60;2500.0;1172.0;274.0
2027;Local comercial;Pachacámac;0;2;0;190;100.0;3876.0;
2028;Departamento;Rímac;3;1;1;150;5000.0;1000.0;34.0
2029;Departamento;Ate;2;1;1;74;1900.0;1300.0;
2030;Local comercial;Chaclacayo;0;0;0;27;350.0;363.0;34.0
2031;Departamento;San Borja;2;1;1;156;12000.0;1000.0;250.0
2032;Casa;Independencia;2;0;0;80;950.0;;
2033;Departamento;San Miguel;2;0;0;65;1900.0;580.0;87.0
2034;Local comercial;San Luis;0;1;0;24;800.0;381.0;58.0
2035;Departamento;Ate;3;2;1;180;4500.0;1450.0;490.0
2036;Local comercial;Pachacámac;0;0;0;35;500.0;790.0;97.0
2037;Tienda/Salón;Ate;0;1;0;55;4350.0;1730.0;770.0
2038;Departamento;Lurigancho;3;2;1;130;5000.0;1200.0;330.0
2039;Departamento;Comas;3;2;1;150;7000.0;2200.0;387.0
2040;Local comercial;Ate;0;4;0;170;5000.0;3918.0;1080.0
2041;Departamento;Ate;4;4;4;290;16000.0;4900.0;1400.0
2042;Departamento;Comas;2;1;1;142;8500.0;2600.0;430.0
2043;Departamento;La Punta;2;1;1;60;1000.0;480.0;
2044;Local comercial;Chorrillos;0;34;0;1482;200070.0;55575.0;
2045;Departamento;Jesús María;2;1;1;121;2370.0;890.0;250.0
2046;Departamento;San Borja;4;1;2;210;15900.0;2200.0;
2047;Casa comercial;Santa Anita;0;0;0;271;8000.0;;724.0
2048;Departamento;Pucusana;2;0;0;74;1600.0;1.0;1.0
2049;Departamento;Santa Anita;3;1;0;85;1300.0;755.0;70.0
2050;Tienda/Salón;Ate;0;1;0;80;4200.0;;1500.0
2051;Local comercial;Lurigancho;0;0;0;106;2500.0;927.0;319.0
2052;Departamento;Chorrillos;2;0;0;60;2600.0;480.0;70.0
2053;Departamento;La Perla;3;2;1;112;5160.0;1250.0;378.0
2054;Departamento;Pachacámac;1;0;0;38;900.0;223.0;15.0
2055;Local comercial;Pachacámac;0;0;0;106;5000.0;2000.0;1156.0
2056;Local comercial;La Punta;0;1;0;33;1100.0;650.0;
2057;Departamento;Ate;3;2;1;145;4000.0;2450.0;340.0
2058;Departamento;Comas;4;1;1;201;20000.0;4100.0;1000.0
2059;Departamento;La Punta;2;2;1;110;1800.0;600.0;132.0
2060;Departamento;Comas;2;0;0;42;880.0;370.0;114.0
2061;Departamento;Comas;2;0;0;80;5500.0;2000.0;500.0
2062;Departamento;Breña;2;1;1;96;3500.0;700.0;150.0
2063;Departamento;Ate;1;2;0;68;1800.0;850.0;207.0
2064;Habitación;Punta Hermosa;1;0;0;26;700.0;450.0;
2065;Departamento;Santa Anita;2;1;0;85;1250.0;450.0;60.0
2066;Departamento;Lince;2;1;0;60;800.0;;
2067;Departamento;Ate;4;2;2;140;4900.0;1350.0;830.0
2068;Departamento;Ate;2;2;1;104;3000.0;1875.0;560.0
2069;Departamento;Villa El Salvador;3;2;0;240;5500.0;1600.0;550.0
2070;Local comercial;Pachacámac;0;0;0;128;4500.0;1600.0;562.0
2071;Departamento;Magdalena del Mar;1;1;1;50;1300.0;250.0;
2072;Departamento;Santa Anita;2;1;0;66;1000.0;660.0;39.0
2073;Departamento;Villa El Salvador;4;0;0;150;4000.0;1240.0;212.0
2074;Departamento;Pueblo Libre;3;1;1;120;4300.0;750.0;380.0
2075;Casa comercial;Chorrillos;4;0;0;161;8500.0;;523.0
2076;Local comercial;Pachacámac;0;0;0;80;2500.0;1150.0;350.0
2077;Departamento;Lurín;1;0;0;31;1200.0;370.0;
2078;Departamento;Santa Anita;1;0;0;47;700.0;435.0;162.0
2079;Habitación;San Borja;1;0;0;40;4000.0;460.0;230.0
2080;Tienda/Salón;San Miguel;0;0;0;1817;16000.0;;4200.0
2081;Flat;Comas;2;1;1;82;3900.0;2300.0;300.0
2082;Departamento;San Borja;3;0;2;145;4000.0;950.0;
2083;Local comercial;Ate;0;19;0;594;59500.0;12903.0;
2084;Casa en condominio;Ate;5;4;5;600;25000.0;;
2085;Habitación;San Borja;1;0;0;35;2500.0;550.0;
2086;Departamento;Rímac;3;2;1;195;6400.0;1870.0;460.0
2087;Local comercial;Pachacámac;0;0;0;547;45000.0;13289.0;2846.0
2088;Flat;Rímac;2;1;1;80;6000.0;2200.0;170.0
2089;Departamento;Comas;1;0;0;50;3800.0;450.0;30.0
2090;Departamento;Comas;4;2;4;520;22000.0;3630.0;1100.0
2091;Tienda/Salón;Chaclacayo;0;0;0;53;4000.0;;
2092;Local comercial;Pachacámac;0;0;0;354;25000.0;7150.0;2485.0
2093;Departamento;Rímac;3;1;2;107;6500.0;1240.0;425.0
2094;Local comercial;Ate;0;1;0;35;1600.0;490.0;160.0
2095;Local comercial;Ate;0;1;0;33;1800.0;1600.0;
2096;Almacén;San Miguel;0;0;0;1000;9800.0;;63.0
2097;Flat;Comas;2;1;1;110;10000.0;5000.0;500.0
2098;Casa;Lince;3;0;2;120;1000.0;;
2099;Departamento;Comas;3;1;2;174;8500.0;2400.0;6000.0
2100;Departamento;Chorrillos;2;1;1;85;2700.0;1159.0;184.0
